# SLAG Simulation Data
# Generated with Example_SLAG_save_data.m
#
# === GRATING PARAMETERS ===
# grating_period_lpermm: 400.0
# diffraction_order: 1
# grating_width_to_period_ratio: 0.67
# grating_depth_nm: 14.9
# trapezoid_angle_left_deg: 75.0
# trapezoid_angle_right_deg: 75.0
# substrate_material: Si
# substrate_density: 2.330
#
# === LAYER PARAMETERS ===
# layer_material: Pt
# layer_thickness_nm: 28.8
# layer_density: 20.132
#
# === SIMULATION PARAMETERS ===
# z_resolution_nm: 0.1
# x_resolution_nm: 1.0
# fourier_orders: 15
#
# === INCIDENCE CONDITIONS ===
# grazing_angle_deg: 4.0
# photon_energy_min_eV: 60.0
# photon_energy_max_eV: 2000.0
# photon_energy_step_eV: 5.0
# polarization: -1.0
#
# === DATA COLUMNS ===
# Column 1: photon_energy_eV
# Column 2: diffraction_efficiency
#
# photon_energy_eV;diffraction_efficiency
570.0000;0.00197806
575.0000;0.00254341
580.0000;0.00325420
585.0000;0.00410946
590.0000;0.00510526
595.0000;0.00624582
600.0000;0.00754682
605.0000;0.00902455
610.0000;0.01077769
615.0000;0.01249825
620.0000;0.01415581
625.0000;0.01592554
630.0000;0.01774497
635.0000;0.01968266
640.0000;0.02169909
645.0000;0.02374959
650.0000;0.02585665
655.0000;0.02799490
660.0000;0.03016716
665.0000;0.03239415
670.0000;0.03457850
675.0000;0.03673820
680.0000;0.03886527
685.0000;0.04097618
690.0000;0.04304766
695.0000;0.04505012
700.0000;0.04704114
705.0000;0.04897746
710.0000;0.05068085
715.0000;0.05233752
720.0000;0.05396042
725.0000;0.05566168
730.0000;0.05732898
735.0000;0.05869182
740.0000;0.05998861
745.0000;0.06131564
750.0000;0.06256656
755.0000;0.06374816
760.0000;0.06477982
765.0000;0.06566276
770.0000;0.06660827
775.0000;0.06752228
780.0000;0.06831645
785.0000;0.06897935
790.0000;0.06935293
795.0000;0.06950803
800.0000;0.06954589
805.0000;0.06941257
810.0000;0.06885612
815.0000;0.06761950
820.0000;0.06763505
825.0000;0.06755388
830.0000;0.06729830
835.0000;0.06674581
840.0000;0.06607215
845.0000;0.06530565
850.0000;0.06443347
855.0000;0.06358190
860.0000;0.06275118
865.0000;0.06180378
870.0000;0.06053569
875.0000;0.05918584
880.0000;0.05781144
885.0000;0.05639822
890.0000;0.05491639
895.0000;0.05334827
900.0000;0.05172798
905.0000;0.05009119
910.0000;0.04845529
915.0000;0.04678183
920.0000;0.04506653
925.0000;0.04332414
930.0000;0.04156609
935.0000;0.03981980
940.0000;0.03807175
945.0000;0.03632485
950.0000;0.03474573
955.0000;0.03316905
960.0000;0.03159651
965.0000;0.02991159
970.0000;0.02825355
975.0000;0.02662634
980.0000;0.02506682
985.0000;0.02354249
990.0000;0.02205461
995.0000;0.02061340
1000.0000;0.01921700
1005.0000;0.01786666
1010.0000;0.01657310
1015.0000;0.01534612
1020.0000;0.01398671
1025.0000;0.01260951
1030.0000;0.01135865
1035.0000;0.01019056
1040.0000;0.00909728
1045.0000;0.00808050
1050.0000;0.00713604
1055.0000;0.00625949
1060.0000;0.00545004
1065.0000;0.00471191
1070.0000;0.00403801
1075.0000;0.00342705
1080.0000;0.00287850
1085.0000;0.00239224
1090.0000;0.00196354
1095.0000;0.00159060
1100.0000;0.00127207
1105.0000;0.00100603
1110.0000;0.00078897
1115.0000;0.00061871
1120.0000;0.00049405
1125.0000;0.00041346
1130.0000;0.00037195
1135.0000;0.00036766
1140.0000;0.00039843
1145.0000;0.00046055
1150.0000;0.00055333
1155.0000;0.00067433
1160.0000;0.00082113
1165.0000;0.00099164
1170.0000;0.00118313
1175.0000;0.00139276
1180.0000;0.00161778
1185.0000;0.00185585
1190.0000;0.00210520
1195.0000;0.00236237
1200.0000;0.00262466
1205.0000;0.00288929
1210.0000;0.00316111
1215.0000;0.00343713
1220.0000;0.00370463
1225.0000;0.00393444
1230.0000;0.00419541
1235.0000;0.00444901
1240.0000;0.00469394
1245.0000;0.00493184
1250.0000;0.00516081
1255.0000;0.00537929
1260.0000;0.00558878
1265.0000;0.00578767
1270.0000;0.00597305
1275.0000;0.00614403
1280.0000;0.00629991
1285.0000;0.00644946
1290.0000;0.00660715
1295.0000;0.00675094
1300.0000;0.00688056
1305.0000;0.00699585
1310.0000;0.00709676
1315.0000;0.00716585
1320.0000;0.00721489
1325.0000;0.00724955
1330.0000;0.00727032
1335.0000;0.00727771
1340.0000;0.00727224
1345.0000;0.00729255
1350.0000;0.00730115
1355.0000;0.00729785
1360.0000;0.00728301
1365.0000;0.00725702
1370.0000;0.00722001
1375.0000;0.00717923
1380.0000;0.00712770
1385.0000;0.00706512
1390.0000;0.00699140
1395.0000;0.00690648
1400.0000;0.00681034
1405.0000;0.00669012
1410.0000;0.00655260
1415.0000;0.00640480
1420.0000;0.00624754
1425.0000;0.00608449
1430.0000;0.00591824
1435.0000;0.00573680
1440.0000;0.00557691
1445.0000;0.00541017
1450.0000;0.00523817
1455.0000;0.00506247
1460.0000;0.00488462
1465.0000;0.00470619
1470.0000;0.00452967
1475.0000;0.00436132
1480.0000;0.00419647
1485.0000;0.00403637
1490.0000;0.00388217
1495.0000;0.00373485
1500.0000;0.00359520
1505.0000;0.00346381
1510.0000;0.00334334
1515.0000;0.00323159
1520.0000;0.00312805
1525.0000;0.00303234
1530.0000;0.00294384
1535.0000;0.00286172
1540.0000;0.00278513
1545.0000;0.00271349
1550.0000;0.00264613
1555.0000;0.00258023
1560.0000;0.00251458
1565.0000;0.00244800
1570.0000;0.00237938
1575.0000;0.00230772
1580.0000;0.00223217
1585.0000;0.00215211
1590.0000;0.00206726
1595.0000;0.00197706
1600.0000;0.00188152
1605.0000;0.00178085
1610.0000;0.00167548
1615.0000;0.00156604
1620.0000;0.00145332
1625.0000;0.00133829
1630.0000;0.00122259
1635.0000;0.00110713
1640.0000;0.00099295
1645.0000;0.00088130
1650.0000;0.00077340
1655.0000;0.00067039
1660.0000;0.00057335
1665.0000;0.00048322
1670.0000;0.00040079
1675.0000;0.00032722
1680.0000;0.00026240
1685.0000;0.00020647
1690.0000;0.00015948
1695.0000;0.00012129
1700.0000;0.00009161
1705.0000;0.00006998
1710.0000;0.00005582
1715.0000;0.00004845
1720.0000;0.00004711
1725.0000;0.00005097
1730.0000;0.00005914
1735.0000;0.00007081
1740.0000;0.00008517
1745.0000;0.00010150
1750.0000;0.00011911
1755.0000;0.00013743
1760.0000;0.00015598
1765.0000;0.00017439
1770.0000;0.00019262
1775.0000;0.00021063
1780.0000;0.00022811
1785.0000;0.00024510
1790.0000;0.00026173
1795.0000;0.00027821
1800.0000;0.00029481
1805.0000;0.00031181
1810.0000;0.00032951
1815.0000;0.00034821
1820.0000;0.00036816
1825.0000;0.00038936
1830.0000;0.00041229
1835.0000;0.00043698
1840.0000;0.00046330
1845.0000;0.00049104
1850.0000;0.00051986
1855.0000;0.00054932
1860.0000;0.00057892
1865.0000;0.00060806
1870.0000;0.00063611
1875.0000;0.00066243
1880.0000;0.00068682
1885.0000;0.00070856
1890.0000;0.00072690
1895.0000;0.00074139
1900.0000;0.00075168
1905.0000;0.00075750
1910.0000;0.00075875
1915.0000;0.00075541
1920.0000;0.00074762
1925.0000;0.00073565
1930.0000;0.00071990
1935.0000;0.00070087
1940.0000;0.00067823
1945.0000;0.00065330
1950.0000;0.00062728
1955.0000;0.00060102
1960.0000;0.00057538
1965.0000;0.00055121
1970.0000;0.00052930
1975.0000;0.00051039
1980.0000;0.00049510
1985.0000;0.00048394
1990.0000;0.00047731
1995.0000;0.00047542
2000.0000;0.00047834
